time;SamplingFrequency;Pulse
0;100;524
0.01;100;533
0.02;100;538
0.03;100;540
0.04;100;543
0.05;100;545
0.06;100;545
0.07;100;542
0.08;100;540
0.09;100;538
0.1;100;532
0.11;100;530
0.12;100;526
0.13;100;521
0.14;100;517
0.15;100;512
0.16;100;511
0.17;100;509
0.18;100;508
0.19;100;508
0.2;100;507
0.21;100;504
0.22;100;508
0.23;100;509
0.24;100;508
0.25;100;512
0.26;100;511
0.27;100;513
0.28;100;519
0.29;100;518
0.3;100;518
0.31;100;519
0.32;100;521
0.33;100;520
0.34;100;521
0.35;100;521
0.36;100;519
0.37;100;519
0.38;100;519
0.39;100;518
0.4;100;516
0.41;100;515
0.42;100;514
0.43;100;512
0.44;100;512
0.45;100;512
0.46;100;514
0.47;100;511
0.48;100;510
0.49;100;513
0.5;100;511
0.51;100;512
0.52;100;514
0.53;100;514
0.54;100;514
0.55;100;514
0.56;100;514
0.57;100;516
0.58;100;515
0.59;100;516
0.6;100;516
0.61;100;518
0.62;100;516
0.63;100;516
0.64;100;516
0.65;100;514
0.66;100;515
0.67;100;518
0.68;100;515
0.69;100;515
0.7;100;516
0.71;100;515
0.72;100;515
0.73;100;515
0.74;100;513
0.75;100;516
0.76;100;516
0.77;100;518
0.78;100;519
0.79;100;521
0.8;100;526
0.81;100;529
0.82;100;534
0.83;100;536
0.84;100;537
0.85;100;540
0.86;100;542
0.87;100;540
0.88;100;538
0.89;100;536
0.9;100;531
0.91;100;527
0.92;100;524
0.93;100;519
0.94;100;515
0.95;100;511
0.96;100;510
0.97;100;509
0.98;100;508
0.99;100;508
1;100;508
1.01;100;508
1.02;100;506
1.03;100;510
1.04;100;512
1.05;100;513
1.06;100;512
1.07;100;517
1.08;100;517
1.09;100;522
1.1;100;520
1.11;100;521
1.12;100;522
1.13;100;521
1.14;100;521
1.15;100;519
1.16;100;520
1.17;100;518
1.18;100;516
1.19;100;516
1.2;100;514
1.21;100;513
1.22;100;513
1.23;100;512
1.24;100;513
1.25;100;513
1.26;100;513
1.27;100;512
1.28;100;513
1.29;100;511
1.3;100;513
1.31;100;512
1.32;100;512
1.33;100;516
1.34;100;515
1.35;100;513
1.36;100;512
1.37;100;514
1.38;100;513
1.39;100;514
1.4;100;515
1.41;100;515
1.42;100;517
1.43;100;517
1.44;100;517
1.45;100;518
1.46;100;517
1.47;100;517
1.48;100;516
1.49;100;516
1.5;100;515
1.51;100;517
1.52;100;515
1.53;100;515
1.54;100;516
1.55;100;515
1.56;100;514
1.57;100;514
1.58;100;514
1.59;100;516
1.6;100;519
1.61;100;524
1.62;100;529
1.63;100;532
1.64;100;536
1.65;100;539
1.66;100;539
1.67;100;541
1.68;100;542
1.69;100;538
1.7;100;539
1.71;100;534
1.72;100;532
1.73;100;525
1.74;100;521
1.75;100;519
1.76;100;515
1.77;100;512
1.78;100;510
1.79;100;509
1.8;100;508
1.81;100;507
1.82;100;508
1.83;100;509
1.84;100;508
1.85;100;510
1.86;100;511
1.87;100;513
1.88;100;515
1.89;100;518
1.9;100;518
1.91;100;518
1.92;100;519
1.93;100;521
1.94;100;524
1.95;100;521
1.96;100;521
1.97;100;521
1.98;100;519
1.99;100;519
2;100;519
2.01;100;517
2.02;100;515
2.03;100;515
2.04;100;513
2.05;100;513
2.06;100;511
2.07;100;512
2.08;100;512
2.09;100;509
2.1;100;511
2.11;100;508
2.12;100;512
2.13;100;513
2.14;100;511
2.15;100;511
2.16;100;512
2.17;100;513
2.18;100;513
2.19;100;514
2.2;100;516
2.21;100;516
2.22;100;515
2.23;100;515
2.24;100;516
2.25;100;516
2.26;100;516
2.27;100;515
2.28;100;515
2.29;100;516
2.3;100;516
2.31;100;515
2.32;100;515
2.33;100;514
2.34;100;514
2.35;100;513
2.36;100;514
2.37;100;512
2.38;100;512
2.39;100;512
2.4;100;514
2.41;100;518
2.42;100;517
2.43;100;520
2.44;100;525
2.45;100;528
2.46;100;533
2.47;100;536
2.48;100;538
2.49;100;541
2.5;100;543
2.51;100;542
2.52;100;540
2.53;100;538
2.54;100;534
2.55;100;530
2.56;100;526
2.57;100;521
2.58;100;517
2.59;100;513
2.6;100;510
2.61;100;511
2.62;100;508
2.63;100;505
2.64;100;504
2.65;100;505
2.66;100;506
2.67;100;508
2.68;100;509
2.69;100;512
2.7;100;514
2.71;100;515
2.72;100;516
2.73;100;517
2.74;100;519
2.75;100;520
2.76;100;518
2.77;100;520
2.78;100;517
2.79;100;521
2.8;100;518
2.81;100;519
2.82;100;516
2.83;100;515
2.84;100;515
2.85;100;513
2.86;100;512
2.87;100;510
2.88;100;511
2.89;100;512
2.9;100;510
2.91;100;510
2.92;100;511
2.93;100;513
2.94;100;513
2.95;100;515
2.96;100;512
2.97;100;515
2.98;100;515
2.99;100;513
3;100;514
3.01;100;516
3.02;100;515
3.03;100;514
3.04;100;516
3.05;100;516
3.06;100;515
3.07;100;515
3.08;100;516
3.09;100;514
3.1;100;513
3.11;100;514
3.12;100;514
3.13;100;514
3.14;100;513
3.15;100;513
3.16;100;513
3.17;100;514
3.18;100;514
3.19;100;514
3.2;100;514
3.21;100;513
3.22;100;519
3.23;100;521
3.24;100;525
3.25;100;527
3.26;100;533
3.27;100;534
3.28;100;537
3.29;100;538
3.3;100;538
3.31;100;537
3.32;100;535
3.33;100;533
3.34;100;530
3.35;100;526
3.36;100;523
3.37;100;519
3.38;100;514
3.39;100;513
3.4;100;511
3.41;100;507
3.42;100;506
3.43;100;504
3.44;100;505
3.45;100;506
3.46;100;506
3.47;100;509
3.48;100;508
3.49;100;511
3.5;100;513
3.51;100;513
3.52;100;515
3.53;100;517
3.54;100;519
3.55;100;519
3.56;100;521
3.57;100;520
3.58;100;520
3.59;100;519
3.6;100;519
3.61;100;518
3.62;100;517
3.63;100;518
3.64;100;516
3.65;100;514
3.66;100;512
3.67;100;511
3.68;100;511
3.69;100;511
3.7;100;511
3.71;100;509
3.72;100;508
3.73;100;509
3.74;100;511
3.75;100;510
3.76;100;511
3.77;100;511
3.78;100;512
3.79;100;512
3.8;100;514
3.81;100;513
3.82;100;513
3.83;100;515
3.84;100;514
3.85;100;515
3.86;100;517
3.87;100;516
3.88;100;516
3.89;100;515
3.9;100;516
3.91;100;515
3.92;100;514
3.93;100;513
3.94;100;513
3.95;100;514
3.96;100;512
3.97;100;513
3.98;100;514
3.99;100;515
4;100;516
4.01;100;521
4.02;100;524
4.03;100;529
4.04;100;532
4.05;100;535
4.06;100;538
4.07;100;540
4.08;100;541
4.09;100;539
4.1;100;536
4.11;100;534
4.12;100;532
4.13;100;528
4.14;100;524
4.15;100;519
4.16;100;514
4.17;100;512
4.18;100;509
4.19;100;508
4.2;100;509
4.21;100;505
4.22;100;507
4.23;100;506
4.24;100;507
4.25;100;507
4.26;100;510
4.27;100;510
4.28;100;512
4.29;100;516
4.3;100;517
4.31;100;517
4.32;100;519
4.33;100;519
4.34;100;518
4.35;100;519
4.36;100;518
4.37;100;518
4.38;100;516
4.39;100;515
4.4;100;513
4.41;100;512
4.42;100;513
4.43;100;511
4.44;100;511
4.45;100;509
4.46;100;511
4.47;100;511
4.48;100;511
4.49;100;511
4.5;100;509
4.51;100;510
4.52;100;512
4.53;100;512
4.54;100;513
4.55;100;513
4.56;100;512
4.57;100;512
4.58;100;512
4.59;100;512
4.6;100;513
4.61;100;515
4.62;100;513
4.63;100;515
4.64;100;515
4.65;100;514
4.66;100;515
4.67;100;515
4.68;100;513
4.69;100;513
4.7;100;514
4.71;100;514
4.72;100;512
4.73;100;513
4.74;100;513
4.75;100;512
4.76;100;512
4.77;100;514
4.78;100;514
4.79;100;513
4.8;100;514
4.81;100;513
4.82;100;514
4.83;100;518
4.84;100;519
4.85;100;522
4.86;100;524
4.87;100;527
4.88;100;533
4.89;100;538
4.9;100;540
4.91;100;543
4.92;100;543
4.93;100;542
4.94;100;539
4.95;100;537
4.96;100;533
4.97;100;528
4.98;100;525
4.99;100;519
5;100;517
5.01;100;514
5.02;100;512
5.03;100;508
5.04;100;507
5.05;100;505
5.06;100;504
5.07;100;505
5.08;100;504
5.09;100;505
5.1;100;506
5.11;100;508
5.12;100;508
5.13;100;512
5.14;100;514
5.15;100;516
5.16;100;515
5.17;100;517
5.18;100;519
5.19;100;519
5.2;100;518
5.21;100;517
5.22;100;516
5.23;100;515
5.24;100;517
5.25;100;513
5.26;100;515
5.27;100;512
5.28;100;514
5.29;100;513
5.3;100;512
5.31;100;510
5.32;100;508
5.33;100;511
5.34;100;510
5.35;100;510
5.36;100;513
5.37;100;513
5.38;100;513
5.39;100;515
5.4;100;512
5.41;100;514
5.42;100;515
5.43;100;514
5.44;100;514
5.45;100;511
5.46;100;511
5.47;100;512
5.48;100;512
5.49;100;512
5.5;100;512
5.51;100;512
5.52;100;513
5.53;100;512
5.54;100;512
5.55;100;514
5.56;100;513
5.57;100;515
5.58;100;516
5.59;100;515
5.6;100;518
5.61;100;514
5.62;100;513
5.63;100;513
5.64;100;513
5.65;100;512
5.66;100;512
5.67;100;513
5.68;100;517
5.69;100;515
5.7;100;519
5.71;100;523
5.72;100;527
5.73;100;531
5.74;100;537
5.75;100;539
5.76;100;540
5.77;100;540
5.78;100;539
5.79;100;537
5.8;100;535
5.81;100;530
5.82;100;524
5.83;100;521
5.84;100;519
5.85;100;511
5.86;100;511
5.87;100;510
5.88;100;505
5.89;100;507
5.9;100;505
5.91;100;505
5.92;100;503
5.93;100;504
5.94;100;506
5.95;100;508
5.96;100;510
5.97;100;512
5.98;100;516
5.99;100;518
6;100;519
6.01;100;521
6.02;100;519
6.03;100;521
6.04;100;517
6.05;100;519
6.06;100;519
6.07;100;517
6.08;100;512
6.09;100;511
6.1;100;512
6.11;100;512
6.12;100;515
6.13;100;510
6.14;100;511
6.15;100;510
6.16;100;513
6.17;100;510
6.18;100;512
6.19;100;510
6.2;100;511
6.21;100;514
6.22;100;512
6.23;100;513
6.24;100;513
6.25;100;511
6.26;100;512
6.27;100;512
6.28;100;516
6.29;100;512
6.3;100;512
6.31;100;515
6.32;100;512
6.33;100;513
6.34;100;513
6.35;100;515
6.36;100;512
6.37;100;511
6.38;100;512
6.39;100;513
6.4;100;513
6.41;100;515
6.42;100;514
6.43;100;516
6.44;100;514
6.45;100;515
6.46;100;516
6.47;100;519
6.48;100;521
6.49;100;524
6.5;100;526
6.51;100;529
6.52;100;535
6.53;100;534
6.54;100;536
6.55;100;536
6.56;100;535
6.57;100;532
6.58;100;533
6.59;100;528
6.6;100;523
6.61;100;518
6.62;100;516
6.63;100;511
6.64;100;510
6.65;100;505
6.66;100;507
6.67;100;507
6.68;100;505
6.69;100;507
6.7;100;506
6.71;100;507
6.72;100;506
6.73;100;508
6.74;100;509
6.75;100;511
6.76;100;514
6.77;100;515
6.78;100;516
6.79;100;521
6.8;100;522
6.81;100;521
6.82;100;518
6.83;100;520
6.84;100;518
6.85;100;521
6.86;100;517
6.87;100;515
6.88;100;518
6.89;100;516
6.9;100;512
6.91;100;511
6.92;100;510
6.93;100;509
6.94;100;511
6.95;100;510
6.96;100;511
6.97;100;507
6.98;100;507
6.99;100;509
7;100;508
7.01;100;509
7.02;100;511
7.03;100;511
7.04;100;511
7.05;100;513
7.06;100;514
7.07;100;515
7.08;100;514
7.09;100;516
7.1;100;516
7.11;100;513
7.12;100;515
7.13;100;514
7.14;100;516
7.15;100;514
7.16;100;515
7.17;100;512
7.18;100;512
7.19;100;511
7.2;100;511
7.21;100;509
7.22;100;510
7.23;100;513
7.24;100;516
7.25;100;519
7.26;100;524
7.27;100;526
7.28;100;530
7.29;100;539
7.3;100;540
7.31;100;539
7.32;100;539
7.33;100;542
7.34;100;540
7.35;100;536
7.36;100;528
7.37;100;526
7.38;100;521
7.39;100;521
7.4;100;516
7.41;100;515
7.42;100;510
7.43;100;509
7.44;100;508
7.45;100;506
7.46;100;507
7.47;100;508
7.48;100;507
7.49;100;509
7.5;100;510
7.51;100;513
7.52;100;510
7.53;100;511
7.54;100;516
7.55;100;515
7.56;100;520
7.57;100;518
7.58;100;519
7.59;100;516
7.6;100;516
7.61;100;516
7.62;100;516
7.63;100;515
7.64;100;515
7.65;100;513
7.66;100;511
7.67;100;512
7.68;100;509
7.69;100;507
7.7;100;511
7.71;100;510
7.72;100;507
7.73;100;511
7.74;100;511
7.75;100;510
7.76;100;510
7.77;100;510
7.78;100;510
7.79;100;510
7.8;100;514
7.81;100;511
7.82;100;514
7.83;100;514
7.84;100;515
7.85;100;513
7.86;100;515
7.87;100;515
7.88;100;515
7.89;100;513
7.9;100;514
7.91;100;515
7.92;100;515
7.93;100;512
7.94;100;513
7.95;100;510
7.96;100;514
7.97;100;514
7.98;100;513
7.99;100;512
8;100;509
8.01;100;511
8.02;100;515
8.03;100;515
8.04;100;516
8.05;100;520
8.06;100;526
8.07;100;530
8.08;100;535
8.09;100;539
8.1;100;539
8.11;100;544
8.12;100;540
8.13;100;540
8.14;100;539
8.15;100;533
8.16;100;531
8.17;100;523
8.18;100;522
8.19;100;516
8.2;100;514
8.21;100;515
8.22;100;508
8.23;100;508
8.24;100;505
8.25;100;505
8.26;100;507
8.27;100;504
8.28;100;508
8.29;100;508
8.3;100;507
8.31;100;510
8.32;100;513
8.33;100;512
8.34;100;515
8.35;100;518
8.36;100;515
8.37;100;518
8.38;100;515
8.39;100;515
8.4;100;518
8.41;100;518
8.42;100;517
8.43;100;513
8.44;100;513
8.45;100;515
8.46;100;511
8.47;100;513
8.48;100;513
8.49;100;510
8.5;100;508
8.51;100;508
8.52;100;512
8.53;100;508
8.54;100;510
8.55;100;512
8.56;100;511
8.57;100;512
8.58;100;509
8.59;100;510
8.6;100;515
8.61;100;515
8.62;100;515
8.63;100;515
8.64;100;511
8.65;100;512
8.66;100;516
8.67;100;514
8.68;100;517
8.69;100;514
8.7;100;514
8.71;100;513
8.72;100;512
8.73;100;511
8.74;100;512
8.75;100;510
8.76;100;511
8.77;100;512
8.78;100;514
8.79;100;513
8.8;100;511
8.81;100;513
8.82;100;518
8.83;100;516
8.84;100;520
8.85;100;527
8.86;100;529
8.87;100;531
8.88;100;535
8.89;100;537
8.9;100;537
8.91;100;537
8.92;100;536
8.93;100;534
8.94;100;530
8.95;100;528
8.96;100;525
8.97;100;523
8.98;100;518
8.99;100;516
9;100;514
9.01;100;510
9.02;100;510
9.03;100;507
9.04;100;505
9.05;100;502
9.06;100;502
9.07;100;506
9.08;100;504
9.09;100;507
9.1;100;512
9.11;100;511
9.12;100;513
9.13;100;515
9.14;100;516
9.15;100;516
9.16;100;516
9.17;100;517
9.18;100;518
9.19;100;517
9.2;100;517
9.21;100;517
9.22;100;515
9.23;100;516
9.24;100;511
9.25;100;512
9.26;100;511
9.27;100;510
9.28;100;507
9.29;100;506
9.3;100;507
9.31;100;511
9.32;100;508
9.33;100;511
9.34;100;509
9.35;100;512
9.36;100;511
9.37;100;511
9.38;100;512
9.39;100;515
9.4;100;513
9.41;100;515
9.42;100;516
9.43;100;516
9.44;100;513
9.45;100;513
9.46;100;515
9.47;100;512
9.48;100;512
9.49;100;515
9.5;100;512
9.51;100;511
9.52;100;511
9.53;100;511
9.54;100;514
9.55;100;510
9.56;100;512
9.57;100;510
9.58;100;511
9.59;100;510
9.6;100;511
9.61;100;511
9.62;100;512
9.63;100;513
9.64;100;515
9.65;100;515
9.66;100;519
9.67;100;519
9.68;100;523
9.69;100;529
9.7;100;531
9.71;100;535
9.72;100;539
9.73;100;543
9.74;100;541
9.75;100;541
9.76;100;540
9.77;100;537
9.78;100;535
9.79;100;529
9.8;100;526
9.81;100;522
9.82;100;519
9.83;100;515
9.84;100;515
9.85;100;511
9.86;100;508
9.87;100;506
9.88;100;505
9.89;100;508
9.9;100;507
9.91;100;507
9.92;100;507
9.93;100;507
9.94;100;511
9.95;100;511
9.96;100;513
9.97;100;513
9.98;100;515
9.99;100;515
10;100;516
10.01;100;518
10.02;100;518
10.03;100;519
10.04;100;515
10.05;100;518
10.06;100;515
10.07;100;514
10.08;100;513
10.09;100;511
10.1;100;513
10.11;100;510
10.12;100;509
10.13;100;508
10.14;100;509
10.15;100;508
10.16;100;508
10.17;100;509
10.18;100;509
10.19;100;510
10.2;100;509
10.21;100;511
10.22;100;511
10.23;100;511
10.24;100;512
10.25;100;514
10.26;100;515
10.27;100;513
10.28;100;513
10.29;100;514
10.3;100;515
10.31;100;514
10.32;100;513
10.33;100;512
10.34;100;512
10.35;100;512
10.36;100;514
10.37;100;513
10.38;100;512
10.39;100;513
10.4;100;512
10.41;100;512
10.42;100;511
10.43;100;510
10.44;100;511
10.45;100;512
10.46;100;513
10.47;100;513
10.48;100;514
10.49;100;513
10.5;100;516
10.51;100;514
10.52;100;514
10.53;100;514
10.54;100;514
10.55;100;515
10.56;100;517
10.57;100;523
10.58;100;527
10.59;100;534
10.6;100;536
10.61;100;540
10.62;100;544
10.63;100;543
10.64;100;542
10.65;100;540
10.66;100;539
10.67;100;535
10.68;100;532
10.69;100;527
10.7;100;523
10.71;100;519
10.72;100;513
10.73;100;511
10.74;100;511
10.75;100;508
10.76;100;508
10.77;100;505
10.78;100;505
10.79;100;505
10.8;100;507
10.81;100;507
10.82;100;508
10.83;100;508
10.84;100;510
10.85;100;512
10.86;100;514
10.87;100;513
10.88;100;515
10.89;100;517
10.9;100;517
10.91;100;520
10.92;100;518
10.93;100;518
10.94;100;517
10.95;100;516
10.96;100;515
10.97;100;513
10.98;100;514
10.99;100;512
11;100;512
11.01;100;511
11.02;100;509
11.03;100;510
11.04;100;508
11.05;100;509
11.06;100;509
11.07;100;510
11.08;100;511
11.09;100;509
11.1;100;510
11.11;100;510
11.12;100;513
11.13;100;513
11.14;100;514
11.15;100;512
11.16;100;513
11.17;100;515
11.18;100;513
11.19;100;512
11.2;100;512
11.21;100;513
11.22;100;513
11.23;100;514
11.24;100;515
11.25;100;513
11.26;100;514
11.27;100;513
11.28;100;515
11.29;100;513
11.3;100;514
11.31;100;513
11.32;100;513
11.33;100;512
11.34;100;512
11.35;100;512
11.36;100;511
11.37;100;514
11.38;100;512
11.39;100;514
11.4;100;514
11.41;100;515
11.42;100;518
11.43;100;522
11.44;100;526
11.45;100;530
11.46;100;532
11.47;100;536
11.48;100;538
11.49;100;539
11.5;100;540
11.51;100;537
11.52;100;536
11.53;100;533
11.54;100;529
11.55;100;524
11.56;100;520
11.57;100;517
11.58;100;514
11.59;100;509
11.6;100;508
11.61;100;506
11.62;100;505
11.63;100;504
11.64;100;505
11.65;100;504
11.66;100;506
11.67;100;507
11.68;100;510
11.69;100;512
11.7;100;513
11.71;100;514
11.72;100;516
11.73;100;517
11.74;100;519
11.75;100;520
11.76;100;518
11.77;100;520
11.78;100;517
11.79;100;519
11.8;100;516
11.81;100;513
11.82;100;512
11.83;100;510
11.84;100;511
11.85;100;509
11.86;100;509
11.87;100;510
11.88;100;511
11.89;100;510
11.9;100;510
11.91;100;512
11.92;100;511
11.93;100;512
11.94;100;512
11.95;100;512
11.96;100;512
11.97;100;515
11.98;100;512
11.99;100;514
12;100;511
12.01;100;511
12.02;100;514
12.03;100;513
12.04;100;513
12.05;100;513
12.06;100;515
12.07;100;514
12.08;100;517
12.09;100;512
12.1;100;514
12.11;100;513
12.12;100;514
12.13;100;514
12.14;100;513
12.15;100;512
12.16;100;513
12.17;100;514
12.18;100;514
12.19;100;513
12.2;100;516
12.21;100;512
12.22;100;517
12.23;100;513
12.24;100;518
12.25;100;516
12.26;100;522
12.27;100;527
12.28;100;529
12.29;100;535
12.3;100;538
12.31;100;540
12.32;100;541
12.33;100;540
12.34;100;540
12.35;100;536
12.36;100;532
12.37;100;529
12.38;100;524
12.39;100;520
12.4;100;518
12.41;100;511
12.42;100;508
12.43;100;508
12.44;100;508
12.45;100;504
12.46;100;503
12.47;100;502
12.48;100;506
12.49;100;505
12.5;100;506
12.51;100;508
12.52;100;511
12.53;100;514
12.54;100;515
12.55;100;515
12.56;100;515
12.57;100;519
12.58;100;521
12.59;100;518
12.6;100;520
12.61;100;518
12.62;100;516
12.63;100;519
12.64;100;513
12.65;100;512
12.66;100;514
12.67;100;512
12.68;100;512
12.69;100;509
12.7;100;512
12.71;100;512
12.72;100;508
12.73;100;511
12.74;100;508
12.75;100;508
12.76;100;508
12.77;100;513
12.78;100;508
12.79;100;512
12.8;100;513
12.81;100;514
12.82;100;512
12.83;100;515
12.84;100;512
12.85;100;516
12.86;100;511
12.87;100;510
12.88;100;510
12.89;100;509
12.9;100;513
12.91;100;516
12.92;100;515
12.93;100;515
12.94;100;515
12.95;100;517
12.96;100;518
12.97;100;517
12.98;100;515
12.99;100;516
13;100;516
13.01;100;516
13.02;100;516
13.03;100;518
13.04;100;513
13.05;100;512
13.06;100;514
13.07;100;511
13.08;100;514
13.09;100;513
13.1;100;512
13.11;100;512
13.12;100;518
13.13;100;522
13.14;100;524
13.15;100;529
13.16;100;532
13.17;100;535
13.18;100;541
13.19;100;540
13.2;100;540
13.21;100;537
13.22;100;536
13.23;100;530
13.24;100;529
13.25;100;522
13.26;100;520
13.27;100;517
13.28;100;516
13.29;100;508
13.3;100;506
13.31;100;508
13.32;100;508
13.33;100;504
13.34;100;506
13.35;100;507
13.36;100;505
13.37;100;510
13.38;100;510
13.39;100;510
13.4;100;510
13.41;100;514
13.42;100;516
13.43;100;517
13.44;100;519
13.45;100;520
13.46;100;521
13.47;100;521
13.48;100;518
13.49;100;520
13.5;100;516
13.51;100;518
13.52;100;517
13.53;100;512
13.54;100;512
13.55;100;513
13.56;100;512
13.57;100;508
13.58;100;511
13.59;100;511
13.6;100;511
13.61;100;512
13.62;100;513
13.63;100;512
13.64;100;509
13.65;100;513
13.66;100;512
13.67;100;510
13.68;100;514
13.69;100;510
13.7;100;511
13.71;100;514
13.72;100;515
13.73;100;513
13.74;100;512
13.75;100;512
13.76;100;516
13.77;100;515
13.78;100;515
13.79;100;512
